userName,score,at,content,clean,text_preprocessed,toSantance,polarity_score,polarity
Dilla Dilla,2,2023-01-31 06:21:55,"Splikasi brimo kok nguji kesabaran sekali yaaaa. emosiiii saya, gagal mulu padahal udah sampai di tahap ttd",splikasi brimo kok nguji kesabaran sekali yaaaa emosiiii saya gagal mulu padahal udah sampai di tahap ttd,"['splikasi', 'brimo', 'nguji', 'sabar', 'yaaaa', 'emosiiii', 'gagal', 'melulu', 'tahap', 'ttd']",splikasi brimo nguji kesabaran yaaaa emosiiii gagal melulu tahap ttd,-1,negative
samsul hadi,5,2023-01-31 06:17:55,Sangat membantu. Tingkatkan sll keamanan aplikasi demi kenyamanan bertransaksi.,sangat membantu tingkatkan sll keamanan aplikasi demi kenyamanan bertransaksi,"['bantu', 'tingkat', 'aman', 'aplikasi', 'nyaman', 'transaksi']",membantu tingkatkan keamanan aplikasi kenyamanan bertransaksi,4,positive
RH chanel,5,2023-01-31 06:16:55,Sangat membantu meningkatkan kepercayaan masyarakat terhadap pelayanan dan transaksi elektronik yang digunakan sebagai pemangkas waktu buat nasabah..terus tingkatkan mutu nya untuk memanjakan customer nya...tq BRIMO...salam hangat sukses selalu..🙏🙏,sangat membantu meningkatkan kepercayaan masyarakat terhadap pelayanan dan transaksi elektronik yang digunakan sebagai pemangkas waktu buat nasabahterus tingkatkan mutu nya untuk memanjakan customer nyatq brimosalam hangat sukses selalu,"['bantu', 'tingkat', 'percaya', 'masyarakat', 'layan', 'transaksi', 'elektronik', 'mangkas', 'nasabahterus', 'tingkat', 'mutu', 'nya', 'manja', 'customer', 'nyatq', 'brimosalam', 'hangat', 'sukses']",membantu meningkatkan kepercayaan masyarakat pelayanan transaksi elektronik pemangkas nasabahterus tingkatkan mutu nya memanjakan customer nyatq brimosalam hangat sukses,13,positive
FARM_Heppy Simanjuntak,5,2023-01-31 06:08:43,Gampang dan praktis,gampang dan praktis,"['gampang', 'praktis']",gampang praktis,5,positive
Natalih Cantik,5,2023-01-31 06:00:14,Tarik tunai lebih mudah,tarik tunai lebih mudah,"['tarik', 'tunai', 'mudah']",tarik tunai mudah,8,positive
Ahmad Suheli,1,2023-01-31 05:57:25,"Kecewa dengan aplikasinya, selalu gagal bikin akun brimo",kecewa dengan aplikasinya selalu gagal bikin akun brimo,"['kecewa', 'aplikasi', 'gagal', 'bikin', 'akun', 'brimo']",kecewa aplikasinya gagal bikin akun brimo,-8,negative
Khurotun Nisa Nisa,1,2023-01-31 05:52:58,sistem di benerin dl klo mau bintang 5 jd males bngt pake bri mending pake bca lebih gampang aksesnya,sistem di benerin dl klo mau bintang  jd males bngt pake bri mending pake bca lebih gampang aksesnya,"['sistem', 'benerin', 'dl', 'bintang', 'males', 'bngt', 'pakai', 'bri', 'lebih', 'baik', 'pakai', 'bca', 'gampang', 'akses']",sistem benerin dl bintang males bngt pakai bri lebih baik pakai bca gampang aksesnya,-2,negative
dian novian,5,2023-01-31 05:52:52,super,super,['super'],super,1,positive
Ramdhan Firdaus,1,2023-01-31 05:43:11,"Apk ga jelas tiba""saldo minus",apk ga jelas tibasaldo minus,"['apk', 'ga', 'tibasaldo', 'minus']",apk ga tibasaldo minus,-3,negative
Rikanurul Imamah,5,2023-01-31 05:42:20,Mantap dahh,mantap dahh,"['mantap', 'dahh']",mantap dahh,2,positive
Nunik herawati,5,2023-01-31 05:38:22,SatSetWatWet...BRIMO bagus👍,satsetwatwetbrimo bagus,"['satsetwatwetbrimo', 'bagus']",satsetwatwetbrimo bagus,-2,negative
hena Nuraidah,5,2023-01-31 05:37:22,Terblokir dngn sendirinya dan tidak ada keterangan lupa pasword .app jg tdk dpt di update,terblokir dngn sendirinya dan tidak ada keterangan lupa pasword app jg tdk dpt di update,"['blokir', 'terang', 'lupa', 'pasword', 'app', 'update']",terblokir keterangan lupa pasword app update,-6,negative
saiba romantika,5,2023-01-31 05:37:16,Alhamdulillah dpt mempermudah transaksi 🥰🥰🥰,alhamdulillah dpt mempermudah transaksi,"['alhamdulillah', 'mudah', 'transaksi']",alhamdulillah mempermudah transaksi,12,positive
Teti Barauntu,5,2023-01-31 05:36:44,Sangat aman dan saya puas menggunakan BRImo,sangat aman dan saya puas menggunakan brimo,"['aman', 'puas', 'brimo']",aman puas brimo,3,positive
Haerudin Udin,5,2023-01-31 05:34:50,Semua pembayaran jadi lebih mudah 👍,semua pembayaran jadi lebih mudah,"['bayar', 'mudah']",pembayaran mudah,1,positive
Aqila Ramadhani,1,2023-01-31 05:29:19,super sulittttttttttttt,super sulittttttttttttt,"['super', 'sulittttttttttttt']",super sulittttttttttttt,1,positive
Yuliana Setyowati,3,2023-01-31 05:28:01,Nyesel update. Gimana ya cara kembali ke versi sebelumnya?,nyesel update gimana ya cara kembali ke versi sebelumnya,"['nyesel', 'update', 'iya', 'versi']",nyesel update iya versi,-5,negative
A dani kamaludin,5,2023-01-31 05:24:36,Ok keren dan sangat mudah,ok keren dan sangat mudah,"['ok', 'keren', 'mudah']",ok keren mudah,7,positive
Titik Dwi Aisyah,5,2023-01-31 05:22:45,"Siip bgt,mudah,cepat the best deh",siip bgtmudahcepat the best deh,"['siip', 'bgtmudahcepat', 'the', 'best', 'deh']",siip bgtmudahcepat the best deh,0,neutral
Iis Az-Zahra,1,2023-01-31 05:20:45,"Sudah dapat kode ferivikasi, jaringan bagus, tetapi masih saja tidk bisa dimasukkan",sudah dapat kode ferivikasi jaringan bagus tetapi masih saja tidk bisa dimasukkan,"['kode', 'ferivikasi', 'jaring', 'bagus', 'tidk', 'masuk']",kode ferivikasi jaringan bagus tidk dimasukkan,-5,negative
diniasriani 1997,5,2023-01-31 05:20:09,Sangat membantu dalam transaksi,sangat membantu dalam transaksi,"['bantu', 'transaksi']",membantu transaksi,3,positive
Bahrur Ima,3,2023-01-31 05:19:26,"2 hari di bikin emosi sama aplikasi ini, bukan di permudah malah di persulit pasti selalu gagal di proses e-KYC",hari di bikin emosi sama aplikasi ini bukan di permudah malah di persulit pasti selalu gagal di proses ekyc,"['bikin', 'emosi', 'aplikasi', 'mudah', 'sulit', 'gagal', 'proses', 'ekyc']",bikin emosi aplikasi permudah persulit gagal proses ekyc,-5,negative
Dewi Ernawati,5,2023-01-31 05:19:23,Okkkk,okkkk,['okkkk'],okkkk,0,neutral
farel Pardiansyah,5,2023-01-31 05:12:21,Saya sangat berterimah kasih,saya sangat berterimah kasih,"['berterimah', 'kasih']",berterimah kasih,1,positive
Atha Fairsya,5,2023-01-31 05:01:19,Mantaaappp... Depo slot jadi mudah 😂😂,mantaaappp depo slot jadi mudah,"['mantaaappp', 'depo', 'slot', 'mudah']",mantaaappp depo slot mudah,3,positive
liana wibiana,2,2023-01-31 04:59:54,Susah sekali masuknya untuk daftar pada sesi swafoto gak bisa bisa ....seharusnya mudah kaya yang lainnya ini ribet banget,susah sekali masuknya untuk daftar pada sesi swafoto gak bisa bisa seharusnya mudah kaya yang lainnya ini ribet banget,"['susah', 'masuk', 'daftar', 'sesi', 'swafoto', 'mudah', 'kaya', 'ribet', 'banget']",susah masuknya daftar sesi swafoto mudah kaya ribet banget,-8,negative
Syafril Alvinos Alvinos,5,2023-01-31 04:59:26,Oke bisa dicoba,oke bisa dicoba,"['oke', 'coba']",oke dicoba,3,positive
Nur Mualifah,5,2023-01-31 04:58:25,Mantafff...,mantafff,['mantafff'],mantafff,0,neutral
Pasoepati Solo,1,2023-01-31 04:56:07,Kenapa setor tunaiku ngk diproses Dah hampir 12jam ngk diproses2,kenapa setor tunaiku ngk diproses dah hampir jam ngk diproses,"['setor', 'tunai', 'ngk', 'proses', 'deh', 'jam', 'ngk', 'proses']",setor tunaiku ngk diproses deh jam ngk diproses,5,positive
Yan Mulyana,4,2023-01-31 04:51:47,Ini gimana sih masuk brimo user udah bener pin udah bener mask sampso di salah salahin sampaikena blokir.... Klik lupa pin verifikasi sms ga muncul muncul emang sue nih APLIKASI,ini gimana sih masuk brimo user udah bener pin udah bener mask sampso di salah salahin sampaikena blokir klik lupa pin verifikasi sms ga muncul muncul emang sue nih aplikasi,"['sih', 'masuk', 'brimo', 'user', 'pin', 'mask', 'sampso', 'salah', 'salahin', 'sampaikena', 'blokir', 'klik', 'lupa', 'pin', 'verifikasi', 'sms', 'ga', 'muncul', 'muncul', 'emang', 'sue', 'aplikasi']",sih masuk brimo user pin mask sampso salah salahin sampaikena blokir klik lupa pin verifikasi sms ga muncul muncul emang sue aplikasi,-20,negative
Imam Zumari,5,2023-01-31 04:50:08,Alkhamdulillah 👍👍👍👍,alkhamdulillah,['alkhamdulillah'],alkhamdulillah,0,neutral
Prisandi Asnawiputra,3,2023-01-31 04:47:54,"sangat membantu, tapi untuk isi dana blm bisa ya?",sangat membantu tapi untuk isi dana blm bisa ya,"['bantu', 'isi', 'dana', 'iya']",membantu isi dana iya,0,neutral
Nizuar Said,1,2023-01-31 04:47:29,Ini gimana si pala jadi pusing ribet banget apkl nya tolong dong di tingkatin lagi diperbaiki lagi .??????!!!!!!!!!!!,ini gimana si pala jadi pusing ribet banget apkl nya tolong dong di tingkatin lagi diperbaiki lagi,"['si', 'kepala', 'pusing', 'ribet', 'banget', 'apkl', 'nya', 'tolong', 'tingkatin', 'baik']",si kepala pusing ribet banget apkl nya tolong tingkatin diperbaiki,-4,negative
Endrit Syalala,1,2023-01-31 04:45:46,Aplikasii apaan bukanya mempermudah malah mempersulit.apk ngebug,aplikasii apaan bukanya mempermudah malah mempersulitapk ngebug,"['aplikasi', 'buka', 'mudah', 'mempersulitapk', 'ngebug']",aplikasii bukanya mempermudah mempersulitapk ngebug,-1,negative
Imam Bonjol,1,2023-01-31 04:43:29,2 hari registrasi g bisa. . .apl Berbakan tapis susah nya minta ampun. Bukan dipermudah ini mah tp d persulit. .,hari registrasi g bisa  apl berbakan tapis susah nya minta ampun bukan dipermudah ini mah tp d persulit,"['registrasi', 'g', 'apl', 'bak', 'tapis', 'susah', 'nya', 'ampun', 'mudah', 'mah', 'sulit']",registrasi g apl berbakan tapis susah nya ampun dipermudah mah persulit,-2,negative
Eli Momo,5,2023-01-31 04:42:36,"Awalnya bintang satu karena akun saya diblokir dan saya coba masukkan data untuk membuat sandi baru tapi selalu gagal, at last jadi juga walaupun sempat emosi awalnya tapi da senang kembali 😁",awalnya bintang satu karena akun saya diblokir dan saya coba masukkan data untuk membuat sandi baru tapi selalu gagal at last jadi juga walaupun sempat emosi awalnya tapi da senang kembali,"['bintang', 'akun', 'blokir', 'coba', 'masuk', 'data', 'sandi', 'gagal', 'at', 'last', 'emosi', 'da', 'senang']",bintang akun diblokir coba masukkan data sandi gagal at last emosi da senang,-12,negative
Putra Rimba,1,2023-01-31 04:41:33,Taekkkk malah gk bida dibuka .alasanya malah hp sdh di root ...taekkk taekkk,taekkkk malah gk bida dibuka alasanya malah hp sdh di root taekkk taekkk,"['taekkkk', 'gk', 'bida', 'buka', 'alasanya', 'hp', 'sdh', 'root', 'taekkk', 'taekkk']",taekkkk gk bida dibuka alasanya hp sdh root taekkk taekkk,0,neutral
Edi Dedi,3,2023-01-31 04:38:13,Aplikasi gimana sih ini kok setiap kali regristasi gagal terus padahal udah ke kantor BRI terdekat yg memasukan pegawe BRI kok masih gk bisa trus...aplikasi apaan iki,aplikasi gimana sih ini kok setiap kali regristasi gagal terus padahal udah ke kantor bri terdekat yg memasukan pegawe bri kok masih gk bisa trusaplikasi apaan iki,"['aplikasi', 'sih', 'kali', 'regristasi', 'gagal', 'kantor', 'bri', 'dekat', 'pasu', 'pegawe', 'bri', 'gk', 'trusaplikasi', 'iki']",aplikasi sih kali regristasi gagal kantor bri terdekat memasukan pegawe bri gk trusaplikasi iki,-11,negative
Maman Banten,2,2023-01-31 04:37:46,"daftar brimo sangat sulit, udah idup sulit, daftar pun dipersulit next update mohon untuk dipermudah, ya supaya tidak terlalu membebani nasabah jika ingin daftar sendiri",daftar brimo sangat sulit udah idup sulit daftar pun dipersulit next update mohon untuk dipermudah ya supaya tidak terlalu membebani nasabah jika ingin daftar sendiri,"['daftar', 'brimo', 'sulit', 'idup', 'sulit', 'daftar', 'sulit', 'update', 'mohon', 'mudah', 'iya', 'beban', 'nasabah', 'daftar']",daftar brimo sulit idup sulit daftar dipersulit update mohon dipermudah iya membebani nasabah daftar,-4,negative
nirwan algopack,5,2023-01-31 04:26:50,Terimakasi aplikasiBRImo ini ni sangat membatu,terimakasi aplikasibrimo ini ni sangat membatu,"['terimakasi', 'aplikasibrimo', 'batu']",terimakasi aplikasibrimo membatu,0,neutral
Tania Hwang,1,2023-01-31 04:23:53,Habis update malah gak bisa tarik tunai via brimo. Parah,habis update malah gak bisa tarik tunai via brimo parah,"['habis', 'update', 'tarik', 'tunai', 'via', 'brimo', 'parah']",habis update tarik tunai via brimo parah,0,neutral
Rizqi Alfani,5,2023-01-31 04:22:00,Enak aman sentosa,enak aman sentosa,"['enak', 'aman', 'sentosa']",enak aman sentosa,6,positive
Rizka Irma Y,4,2023-01-31 04:19:50,Semoga selalu lancar,semoga selalu lancar,"['moga', 'lancar']",semoga lancar,3,positive
Yosi Angrea Safitri,2,2023-01-31 04:15:53,Kok sekarang menu bayar bpjs hilang ya?,kok sekarang menu bayar bpjs hilang ya,"['menu', 'bayar', 'bpjs', 'hilang', 'iya']",menu bayar bpjs hilang iya,-3,negative
shella shella,1,2023-01-31 04:14:04,notif ketika uang masuk tidak ada,notif ketika uang masuk tidak ada,"['notif', 'uang', 'masuk']",notif uang masuk,-3,negative
Tio Minar,1,2023-01-31 04:12:15,"Ribet banget, makin menyulitkan padahal mau buat mbangking untuk mempermudah bolak balik ke bank katanya coba terus Sampek bisa mereka ga bisa bantu karena bermasalah sistemnya",ribet banget makin menyulitkan padahal mau buat mbangking untuk mempermudah bolak balik ke bank katanya coba terus sampek bisa mereka ga bisa bantu karena bermasalah sistemnya,"['ribet', 'banget', 'sulit', 'mbangking', 'mudah', 'bolak', 'bank', 'coba', 'sampek', 'ga', 'bantu', 'masalah', 'sistem']",ribet banget menyulitkan mbangking mempermudah bolak bank coba sampek ga bantu bermasalah sistemnya,-8,negative
fachry ady,5,2023-01-31 04:01:15,trimakasih brimo sdh mempermudah dan mempercepat pekerjaan sy,trimakasih brimo sdh mempermudah dan mempercepat pekerjaan sy,"['trimakasih', 'brimo', 'sdh', 'mudah', 'cepat', 'kerja']",trimakasih brimo sdh mempermudah mempercepat pekerjaan,9,positive
Arumi Jj,5,2023-01-31 03:55:38,Semoga Dipermudah Lagi,semoga dipermudah lagi,"['moga', 'mudah']",semoga dipermudah,4,positive
Hanya Iseng,1,2023-01-31 03:55:28,"Mau daftar ulang verifikasi wajah gagal terus. Satu Minggu saya ulang"" uninstall ulang lagi. Datang ke bank dapat jawaban karna jaringan.. Taii developer.. 👎👎👎",mau daftar ulang verifikasi wajah gagal terus satu minggu saya ulang uninstall ulang lagi datang ke bank dapat jawaban karna jaringan taii developer,"['daftar', 'ulang', 'verifikasi', 'wajah', 'gagal', 'minggu', 'ulang', 'uninstall', 'ulang', 'bank', 'jaring', 'taii', 'developer']",daftar ulang verifikasi wajah gagal minggu ulang uninstall ulang bank jaringan taii developer,-3,negative
Ade Tri Suryadi,5,2023-01-31 03:53:16,Memudahkan untuk membayar...makasih BRI,memudahkan untuk membayarmakasih bri,"['mudah', 'membayarmakasih', 'bri']",memudahkan membayarmakasih bri,3,positive
Jepri Ansyah,1,2023-01-31 03:48:14,"Sungguh payah untuk mendaftar aplikasi BRImo. Sudah beberapa kali mencoba untuk perekaman video, tetap tidak bisa! Dari aplikasi sampai ke kantor cabang BRI juga tetap tidak bisa! Saya sebagai nasabah sangat merasa tidak nyaman dengan kejadian ini. Mohon kepada pihak BRI agar segera memperbaiki bug di aplikasi BRImo ini agar dapat dengan mudah melakukan registrasi/pendaftaran, terutama di perekaman video. GPL!",sungguh payah untuk mendaftar aplikasi brimo sudah beberapa kali mencoba untuk perekaman video tetap tidak bisa dari aplikasi sampai ke kantor cabang bri juga tetap tidak bisa saya sebagai nasabah sangat merasa tidak nyaman dengan kejadian ini mohon kepada pihak bri agar segera memperbaiki bug di aplikasi brimo ini agar dapat dengan mudah melakukan registrasipendaftaran terutama di perekaman video gpl,"['sungguh', 'payah', 'daftar', 'aplikasi', 'brimo', 'kali', 'coba', 'rekam', 'video', 'aplikasi', 'kantor', 'cabang', 'bri', 'nasabah', 'nyaman', 'jadi', 'mohon', 'bri', 'baik', 'bug', 'aplikasi', 'brimo', 'mudah', 'registrasipendaftaran', 'rekam', 'video', 'tidak', 'pakai', 'lama']",sungguh payah mendaftar aplikasi brimo kali mencoba perekaman video aplikasi kantor cabang bri nasabah nyaman kejadian mohon bri memperbaiki bug aplikasi brimo mudah registrasipendaftaran perekaman video tidak pakai lama,-9,negative
aura jst,1,2023-01-31 03:47:30,"Akun nya seketika diblokir gk diapa2in, terus pas mau buka blokir(lupa password) OTP nya gk sampe2, padahal udah klik kirim ulang berkali2",akun nya seketika diblokir gk diapain terus pas mau buka blokirlupa password otp nya gk sampe padahal udah klik kirim ulang berkali,"['akun', 'nya', 'blokir', 'gk', 'diapain', 'pas', 'buka', 'blokirlupa', 'password', 'otp', 'nya', 'gk', 'klik', 'kirim', 'ulang', 'kali']",akun nya diblokir gk diapain pas buka blokirlupa password otp nya gk klik kirim ulang berkali,-1,negative
Densus 88,1,2023-01-31 03:47:18,"Aplikasi HALU ,,",aplikasi halu,"['aplikasi', 'halu']",aplikasi halu,-4,negative
Akmal FS,1,2023-01-31 03:39:37,Tidak ramah di kantong pelajar,tidak ramah di kantong pelajar,"['ramah', 'kantong', 'ajar']",ramah kantong pelajar,1,positive
zulkarnain Sitompul,5,2023-01-31 03:39:16,Enak dan mudah,enak dan mudah,"['enak', 'mudah']",enak mudah,4,positive
Zaenuri Aja,1,2023-01-31 03:34:38,"Ini kenapa ya apknya? kok buat ambil foto aja gak bisa padahal jaringan bagus dan sudah hapus cache juga, kok masih aja gak bisa🙂",ini kenapa ya apknya kok buat ambil foto aja gak bisa padahal jaringan bagus dan sudah hapus cache juga kok masih aja gak bisa,"['iya', 'apknya', 'ambil', 'foto', 'jaring', 'bagus', 'hapus', 'cache']",iya apknya ambil foto jaringan bagus hapus cache,-4,negative
M. Ismadi,1,2023-01-31 03:33:06,Aplikasi apa .mau login aja sulit.bukanya dipermudah ..gmn ini bikin atm card .GX bisa.diarahin lewat m bangking malah sulit .GX mampu GX ush aja sih balik seperti semula.ruwet,aplikasi apa mau login aja sulitbukanya dipermudah gmn ini bikin atm card gx bisadiarahin lewat m bangking malah sulit gx mampu gx ush aja sih balik seperti semularuwet,"['aplikasi', 'login', 'sulitbukanya', 'mudah', 'gmn', 'bikin', 'atm', 'card', 'gx', 'bisadiarahin', 'm', 'bangking', 'sulit', 'gx', 'gx', 'ush', 'sih', 'semularuwet']",aplikasi login sulitbukanya dipermudah gmn bikin atm card gx bisadiarahin m bangking sulit gx gx ush sih semularuwet,-1,negative
aldizal mahendra,1,2023-01-31 03:31:26,Sangat tidak efisien karena data yang tertera masih tidak sesuai. Harus bolak balik kembali ke cabang untuk melakukan penyesuaian data. CS sulit di hubungi. Tidak merekomendasikan aplikasi ini untuk digital banking,sangat tidak efisien karena data yang tertera masih tidak sesuai harus bolak balik kembali ke cabang untuk melakukan penyesuaian data cs sulit di hubungi tidak merekomendasikan aplikasi ini untuk digital banking,"['efisien', 'data', 'tera', 'sesuai', 'bolak', 'cabang', 'sesuai', 'data', 'cs', 'sulit', 'hubung', 'rekomendasi', 'aplikasi', 'digital', 'banking']",efisien data tertera sesuai bolak cabang penyesuaian data cs sulit hubungi merekomendasikan aplikasi digital banking,-2,negative
sri rahayu,2,2023-01-31 03:29:59,"Sms verifikasi sudah dicoba berkali-kali tapi tetap tidak ada, padahal nomor yang diinput sudah betul. Mohon diperbaiki lagi",sms verifikasi sudah dicoba berkalikali tapi tetap tidak ada padahal nomor yang diinput sudah betul mohon diperbaiki lagi,"['sms', 'verifikasi', 'coba', 'berkalikali', 'nomor', 'diinput', 'mohon', 'baik']",sms verifikasi dicoba berkalikali nomor diinput mohon diperbaiki,3,positive
eka sudirno,5,2023-01-31 03:27:22,Bangus banget aplikasinya sangat membantu,bangus banget aplikasinya sangat membantu,"['bangus', 'banget', 'aplikasi', 'bantu']",bangus banget aplikasinya membantu,-4,negative
Adam Vedrine,1,2023-01-31 03:27:08,Sumpah gak jelas ni aplikasi mau disambungkan dengan gopay aja susahnya minta ampun gak niat emang yang bikin,sumpah gak jelas ni aplikasi mau disambungkan dengan gopay aja susahnya minta ampun gak niat emang yang bikin,"['sumpah', 'aplikasi', 'sambung', 'gopay', 'susah', 'ampun', 'niat', 'emang', 'bikin']",sumpah aplikasi disambungkan gopay susahnya ampun niat emang bikin,-12,negative
Saji Arif,4,2023-01-31 03:26:03,Sangat membantu dalam berbagai kebutuhan sangatlah mudah,sangat membantu dalam berbagai kebutuhan sangatlah mudah,"['bantu', 'butuh', 'mudah']",membantu kebutuhan mudah,-3,negative
Laily Rizky,1,2023-01-31 03:22:07,"kemarin ke bank buat perbarui kartu yg hilang..malah suruh download aplikasi aneh gini ...saldo masih ada juga di rekening..gagal terus untuk mendaftar sampai saya eja berkali "" tidak ada kesalahan,tetep aja gagal aneh",kemarin ke bank buat perbarui kartu yg hilangmalah suruh download aplikasi aneh gini saldo masih ada juga di rekeninggagal terus untuk mendaftar sampai saya eja berkali  tidak ada kesalahantetep aja gagal aneh,"['kemarin', 'bank', 'baru', 'kartu', 'hilangmalah', 'suruh', 'download', 'aplikasi', 'aneh', 'gin', 'saldo', 'rekeninggagal', 'daftar', 'eja', 'kali', 'kesalahantetep', 'gagal', 'aneh']",kemarin bank perbarui kartu hilangmalah suruh download aplikasi aneh gini saldo rekeninggagal mendaftar eja berkali kesalahantetep gagal aneh,-7,negative
Sus Anti,5,2023-01-31 03:17:51,"Aplikasi brimo bagus mudah simpel di gunakan,yg jelas mau beli apa aja atau bayar apa cukup dari rumah dan kamar & sambil tiduran.",aplikasi brimo bagus mudah simpel di gunakanyg jelas mau beli apa aja atau bayar apa cukup dari rumah dan kamar  sambil tiduran,"['aplikasi', 'brimo', 'bagus', 'mudah', 'simpel', 'gunakanyg', 'beli', 'bayar', 'rumah', 'kamar', 'tidur']",aplikasi brimo bagus mudah simpel gunakanyg beli bayar rumah kamar tiduran,0,neutral
Laurent Lamawuran,4,2023-01-31 03:16:03,Mesin ATM.sering rusak,mesin atmsering rusak,"['mesin', 'atmsering', 'rusak']",mesin atmsering rusak,-1,negative
Angga Setiawan,2,2023-01-31 03:12:21,"Apa cuma saya yang mau narik tunai ga bisa² padahal sinyal bagus. Gmn perbaikannya, semakin kesini bukanya dipermudah malah dipersusah.",apa cuma saya yang mau narik tunai ga bisa padahal sinyal bagus gmn perbaikannya semakin kesini bukanya dipermudah malah dipersusah,"['narik', 'tunai', 'ga', 'sinyal', 'bagus', 'gmn', 'baik', 'kesini', 'buka', 'mudah', 'susah']",narik tunai ga sinyal bagus gmn perbaikannya kesini bukanya dipermudah dipersusah,3,positive
Jamilah Ananda,1,2023-01-31 03:11:05,Saya mau buka tabungan simpedes melalui aplikasi BRImo.kenapa tidak bisa.tolong penjelasannya,saya mau buka tabungan simpedes melalui aplikasi brimokenapa tidak bisatolong penjelasannya,"['buka', 'tabung', 'simpedes', 'aplikasi', 'brimokenapa', 'bisatolong', 'jelas']",buka tabungan simpedes aplikasi brimokenapa bisatolong penjelasannya,-3,negative
ufik WTF,5,2023-01-31 03:01:27,Andai tau dari dulu semudah ini 😁,andai tau dari dulu semudah ini,"['andai', 'mudah']",andai semudah,5,positive
kasder gurusinga,5,2023-01-31 03:00:49,Tidak ada yang gratisan,tidak ada yang gratisan,['gratis'],gratisan,4,positive
Dion Avicsa,5,2023-01-31 02:55:50,Mantap bisa regristrasi lewat HP,mantap bisa regristrasi lewat hp,"['mantap', 'regristrasi', 'hp']",mantap regristrasi hp,5,positive
Adam Pangestu,5,2023-01-31 02:53:15,Mantul Terpantul pantul..sangat memudahkan untuk proses transaksi..Dan sudah pasti aman,mantul terpantul pantulsangat memudahkan untuk proses transaksidan sudah pasti aman,"['mantul', 'pantul', 'pantulsangat', 'mudah', 'proses', 'transaksidan', 'aman']",mantul terpantul pantulsangat memudahkan proses transaksidan aman,4,positive
Muhammad Armansyah,5,2023-01-31 02:52:16,"Ok,lh",oklh,['oklh'],oklh,0,neutral
Mila Angelica,1,2023-01-31 02:51:49,Gatau dah ga ngerti lagi sama BRImo ini Makin susah!!,gatau dah ga ngerti lagi sama brimo ini makin susah,"['gatau', 'deh', 'ga', 'erti', 'brimo', 'susah']",gatau deh ga mengerti brimo susah,-4,negative
ARIFIN ROMIJAYA,5,2023-01-31 02:48:07,Sangat cepat dan amanah,sangat cepat dan amanah,"['cepat', 'amanah']",cepat amanah,5,positive
Juriati Arasyid,1,2023-01-31 02:46:57,Pengiriman kode nya lama,pengiriman kode nya lama,"['kirim', 'kode', 'nya']",pengiriman kode nya,-1,negative
Yuyun. Purwati,1,2023-01-31 02:44:58,"Sudah 2 hari coba ko ngga bisa"" ya bagaimana ini katanya suruh download karna kartu ATM nya sedang habis tapi tinggal diverifikasi data aja coba terus",sudah  hari coba ko ngga bisa ya bagaimana ini katanya suruh download karna kartu atm nya sedang habis tapi tinggal diverifikasi data aja coba terus,"['coba', 'ko', 'iya', 'suruh', 'download', 'kartu', 'atm', 'nya', 'habis', 'tinggal', 'verifikasi', 'data', 'coba']",coba ko iya suruh download kartu atm nya habis tinggal diverifikasi data coba,-5,negative
Iik Kurnia,2,2023-01-31 02:41:31,Kenapa di menu beranda tarik tunai di hp saya ko ga muncul muncul yaa,kenapa di menu beranda tarik tunai di hp saya ko ga muncul muncul yaa,"['menu', 'beranda', 'tarik', 'tunai', 'hp', 'ko', 'ga', 'muncul', 'muncul', 'yaa']",menu beranda tarik tunai hp ko ga muncul muncul yaa,-1,negative
Amri Valencia,5,2023-01-31 02:38:24,Sangat membantu dan memudah kan,sangat membantu dan memudah kan,"['bantu', 'mudah']",membantu memudah,2,positive
Deni Saja,1,2023-01-31 02:37:03,Bukan aplikasi mempermudah tpi mempersulit,bukan aplikasi mempermudah tpi mempersulit,"['aplikasi', 'mudah', 'sulit']",aplikasi mempermudah mempersulit,-1,negative
ria dwi tanti,1,2023-01-31 02:33:39,"Saya sudah top up dana tetapi gagal, dan saldo juga terpotong, uang juga gak masuk ke dana, itu uangnya kmna ya? Saya sudah tlp cs tetapi gak ada respon, dan via Whatsapp pun tdk membantu, mohon kembalikan uang saya!!!",saya sudah top up dana tetapi gagal dan saldo juga terpotong uang juga gak masuk ke dana itu uangnya kmna ya saya sudah tlp cs tetapi gak ada respon dan via whatsapp pun tdk membantu mohon kembalikan uang saya,"['top', 'up', 'dana', 'gagal', 'saldo', 'potong', 'uang', 'masuk', 'dana', 'uang', 'kmna', 'iya', 'telepon', 'cs', 'respon', 'via', 'whatsapp', 'bantu', 'mohon', 'kembali', 'uang']",top up dana gagal saldo terpotong uang masuk dana uangnya kmna iya telepon cs respon via whatsapp membantu mohon kembalikan uang,7,positive
Rukia Damayanti Day,5,2023-01-31 02:33:15,Cangih brimo,cangih brimo,"['cangih', 'brimo']",cangih brimo,0,neutral
Taufan Sudiarto,5,2023-01-31 02:27:39,Cucok pisan ..,cucok pisan,['cocok'],cocok,1,positive
